LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
3,13,0,0,7,6,5,42,75.6,13.33,13440,0.34,168,0.08,746.67,1008,80,88,48,16,45,Y
2,25,0,23,1,1,1,37,32.8,26.53,23077.33,0.29,167,0.04,1282.07,869.98,56,111,19,18,64,N
0,5,0,0,3,3,1,11,32.65,6.6,1422.26,0.07,47,0.15,79.01,215.49,22,25,15,9,11,N
5,35,0,3,18,12,4,57,44.36,34.5,52795.27,0.51,296,0.03,2933.07,1530.3,138,158,24,12,65,N
2,13,0,0,7,1,4,18,19.7,13.09,3375.4,0.09,57,0.08,187.52,257.83,24,33,11,12,22,Y
1,5,0,0,3,2,3,8,10.99,6.4,449.97,0.02,19,0.16,25,70.31,8,11,5,8,11,N
2,7,0,0,4,1,4,9,16.98,8.67,1275.4,0.05,33,0.12,70.86,147.16,12,21,9,13,13,N
18,15,0,3,8,8,1,65,76.63,20.44,32003.04,0.52,261,0.05,1777.95,1566,113,148,47,17,88,N
9,17,0,10,9,7,8,57,55.62,23.07,29608.49,0.43,223,0.04,1644.92,1283.34,85,138,35,19,78,N
10,75,0,6,38,4,30,68,45.26,39.66,71172.91,0.6,318,0.03,3954.05,1794.75,141,177,32,18,85,N
5,23,0,5,12,1,9,38,28.28,33.18,31133.28,0.31,174,0.03,1729.63,938.26,73,101,22,20,50,N
15,13,1,4,7,7,1,47,40.38,22.67,20748.42,0.31,172,0.04,1152.69,915.37,68,104,24,16,69,Y
9,17,0,7,9,8,3,70,53.46,28.76,44234.31,0.51,266,0.03,2457.46,1537.84,109,157,36,19,89,N
3,13,0,2,7,3,7,24,22.22,16.62,6134.51,0.12,76,0.06,340.81,369.21,27,49,13,16,31,N
6,27,0,9,14,11,9,66,54.09,21.35,24658.94,0.38,198,0.05,1369.94,1154.91,79,119,37,20,83,Y
8,13,0,6,7,6,3,50,47.26,22.56,24061.01,0.36,188,0.04,1336.72,1066.42,76,112,32,19,67,N
2,15,0,0,8,1,8,18,32.39,9.75,3078.75,0.11,65,0.1,171.04,315.77,24,41,16,13,22,N
4,5,0,5,3,2,1,29,23.91,39.81,37898.98,0.32,194,0.03,2105.5,951.94,91,103,16,14,38,N
2,19,0,0,10,9,1,38,50.97,24.55,30707.14,0.42,224,0.04,1705.95,1251.03,108,116,33,15,42,N
4,5,1,1,3,3,1,16,27.75,9.04,2265.87,0.08,54,0.11,125.88,250.77,23,31,14,11,24,N
4,11,1,2,6,4,6,23,28.39,14,5564.41,0.13,81,0.07,309.13,397.46,32,49,16,14,32,N
7,11,0,5,6,4,4,25,39.35,10.21,4105.22,0.13,79,0.1,228.07,401.91,33,46,21,13,39,N
16,3,1,1,2,2,1,7,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,27,N
4,9,1,4,5,2,4,20,21.3,12.5,3328.42,0.09,56,0.08,184.91,266.27,20,36,12,15,31,N
1,3,0,0,2,2,1,9,16.12,4,258.12,0.02,18,0.25,14.34,64.53,8,10,6,6,12,N
0,1,1,0,1,1,1,8,20.73,9,1679.04,0.06,49,0.11,93.28,186.56,18,31,7,7,11,N
5,9,0,2,5,2,4,20,23.84,12.5,3725.7,0.1,62,0.08,206.98,298.06,25,37,14,14,29,N
7,19,4,18,10,3,5,44,28.02,26.77,20081.08,0.25,140,0.04,1115.62,750.06,62,78,22,19,75,N
0,1,0,0,1,1,1,4,20.97,3,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,6,N
3,9,0,0,5,3,3,27,25.53,18.82,9044.77,0.16,97,0.05,502.49,480.56,31,66,14,17,32,N
1,7,0,0,4,3,1,19,23.43,19.69,9080.81,0.15,94,0.05,504.49,461.25,45,49,16,14,22,N
1,1,0,0,1,1,1,19,40.13,16.47,10885.9,0.22,139,0.06,604.77,660.93,56,83,17,10,22,N
9,63,1,51,32,12,23,181,110.66,38,159793.42,1.4,651,0.03,8877.41,4205.09,228,423,66,22,249,N
2,3,0,1,2,2,1,13,26.94,7.62,1562.17,0.07,46,0.13,86.79,205.13,22,24,13,9,16,N
9,7,0,6,4,3,3,15,24.47,11,2961.33,0.09,56,0.09,164.52,269.21,22,34,14,14,32,N
2,5,0,5,3,2,3,12,21.13,14.54,4465.64,0.1,62,0.07,248.09,307.16,21,41,13,18,21,N
7,5,0,6,3,2,3,12,21.31,9,1725.8,0.06,43,0.11,95.88,191.76,18,25,11,11,27,N
7,11,1,0,6,6,3,18,28.85,18.57,9949.74,0.18,100,0.05,552.76,535.76,39,61,21,20,28,N
4,1,0,0,1,1,1,11,30.25,9,2450.53,0.09,63,0.11,136.14,272.28,27,36,12,8,17,N
0,1,0,0,1,1,1,6,26.63,2.5,166.42,0.02,21,0.4,9.25,66.57,10,11,6,3,8,N
1,9,0,0,5,2,1,17,12.8,30.86,12190.34,0.13,93,0.03,677.24,395.06,36,57,7,12,20,N
3,1,0,0,1,1,1,7,11.95,9.6,1101.25,0.04,31,0.1,61.18,114.71,12,19,5,8,12,N
2,3,0,0,2,2,1,10,14.85,6.67,659.94,0.03,26,0.15,36.66,98.99,10,16,6,8,14,N
2,7,0,3,4,3,1,17,25.38,10,2538.24,0.08,54,0.1,141.01,253.82,20,34,13,13,24,N
1,1,0,0,1,1,1,19,104.37,4.91,2515.16,0.17,109,0.2,139.73,512.35,54,55,22,4,22,Y
7,3,0,1,2,2,1,14,39.47,7.53,2237.79,0.1,64,0.13,124.32,297.21,32,32,17,8,24,N
2,5,0,0,3,1,3,9,12.81,14,2510.29,0.06,43,0.07,139.46,179.31,14,29,6,12,13,N
2,3,0,0,2,2,1,13,24.78,10.77,2874.2,0.09,59,0.09,159.68,266.89,28,31,13,10,17,N
1,5,0,0,3,1,1,11,21.38,8.25,1455.46,0.06,39,0.12,80.86,176.42,18,21,12,11,14,N
7,11,0,4,6,5,3,29,41.25,18.58,14236.57,0.26,144,0.05,790.92,766.36,69,75,26,14,42,N
3,7,0,0,4,1,3,12,16.54,9.55,1507.14,0.05,34,0.1,83.73,157.89,15,19,11,14,15,N
0,1,0,0,1,1,1,2,17.43,2,69.74,0.01,11,0.5,3.87,34.87,5,6,5,4,4,N
4,1,0,5,1,1,1,6,32,1.5,72,0.02,16,0.67,4,48,5,11,5,3,17,N
2,7,0,0,4,3,1,18,23.67,13,3999.72,0.1,64,0.08,222.21,307.67,26,38,14,14,22,N
2,7,0,0,4,4,1,15,20.42,9.6,1881.47,0.07,47,0.1,104.53,195.99,24,23,10,8,19,N
1,3,0,0,2,2,1,7,26.62,7.31,1421.44,0.06,43,0.14,78.97,194.51,19,24,13,10,10,N
1,5,0,0,3,3,1,16,27.58,12.38,4223.86,0.11,71,0.08,234.66,341.32,33,38,16,12,17,N
3,1,0,0,1,1,1,16,68.5,5.89,2373.45,0.13,83,0.17,131.86,403.21,37,46,22,7,21,N
3,9,0,0,5,3,1,19,21.93,19.2,8085.25,0.14,85,0.05,449.18,421.11,36,49,15,16,24,N
0,1,0,0,1,1,1,3,25.16,2.5,157.27,0.02,17,0.4,8.74,62.91,8,9,8,5,5,N
0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,4,N
1,3,0,0,2,2,1,11,25.61,7.07,1280.71,0.06,39,0.14,71.15,181.11,18,21,14,11,12,N
1,3,0,0,2,2,1,11,25.61,7.07,1280.71,0.06,39,0.14,71.15,181.11,18,21,14,11,12,N
0,1,0,0,1,1,1,6,18.18,5.5,550,0.03,25,0.18,30.56,100,11,14,8,8,6,N
7,11,0,4,6,5,3,29,41.25,18.58,14236.57,0.26,144,0.05,790.92,766.36,69,75,26,14,42,N
6,7,0,6,4,4,1,33,51.74,24.04,29896.28,0.41,237,0.04,1660.9,1243.76,118,119,27,11,47,N
1,1,0,0,1,1,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,5,N
0,1,0,0,1,1,1,3,17.43,2,69.74,0.01,11,0.5,3.87,34.87,5,6,5,4,5,N
8,13,0,0,7,4,5,24,35,16.55,9580.34,0.19,112,0.06,532.24,579.03,52,60,22,14,34,N
0,1,0,0,1,1,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,4,N
0,1,0,0,1,1,1,2,13.5,2,54,0.01,9,0.5,3,27,4,5,4,4,4,N
0,1,0,0,1,1,1,3,11.23,2,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,5,N
0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,4,N
2,3,0,3,2,2,1,12,21.59,4.29,396.48,0.03,25,0.23,22.03,92.51,10,15,7,6,21,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,5,N
0,1,0,0,1,1,1,6,11.76,11.2,1474.88,0.04,31,0.09,81.94,131.69,8,23,5,14,9,N
1,3,0,2,2,2,1,10,13.9,4.9,333.76,0.02,19,0.2,18.54,68.11,7,12,5,7,15,N
2,11,0,0,6,1,1,26,19.67,14.5,4136.09,0.1,66,0.07,229.78,285.25,29,37,10,10,30,N
3,7,0,0,4,2,1,9,24.2,5.09,627.15,0.04,29,0.2,34.84,123.19,14,15,11,8,14,N
1,3,0,0,2,2,1,14,31.18,7.5,1753.75,0.08,51,0.13,97.43,233.83,21,30,14,10,17,N
1,7,0,0,4,2,3,11,17.96,7.2,931.13,0.04,29,0.14,51.73,129.32,12,17,10,12,12,N
1,5,0,0,3,2,1,9,16.86,9.9,1652.39,0.06,38,0.1,91.8,166.91,18,20,10,11,12,N
4,5,0,18,3,2,1,19,35.6,9,2883.83,0.11,69,0.11,160.21,320.43,32,37,16,9,41,N
0,3,0,0,2,2,1,5,8.88,5,221.89,0.01,14,0.2,12.33,44.38,5,9,3,6,7,N
1,3,0,0,2,2,1,8,38.04,3.46,455.84,0.04,31,0.29,25.32,131.69,15,16,13,6,11,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N
4,3,0,4,2,2,1,10,20.22,5.14,534.86,0.03,26,0.19,29.71,104,8,18,7,9,20,N
4,3,0,0,2,2,1,11,26.65,6,959.47,0.05,37,0.17,53.3,159.91,12,25,10,10,17,N
0,1,0,0,1,1,1,3,16.64,4,266.27,0.02,21,0.25,14.79,66.57,10,11,5,4,5,N
1,3,0,1,2,2,1,5,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,3,6,2,5,9,N
7,3,0,1,2,2,1,34,49.46,15.69,12174.48,0.26,143,0.06,676.36,775.96,65,78,29,14,44,N
3,3,0,1,2,2,1,19,43.24,9.33,3760.78,0.13,78,0.11,208.93,403.25,33,45,23,13,25,N
0,1,0,0,1,1,1,3,11.23,2,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,5,N
1,1,0,0,1,1,1,3,13.79,1.5,31.02,0.01,8,0.67,1.72,20.68,3,5,3,3,6,N
2,1,0,0,1,1,1,3,30.47,2,121.89,0.02,17,0.5,6.77,60.94,8,9,8,4,7,N
0,3,0,0,2,2,1,10,18.26,3.6,236.63,0.02,19,0.28,13.15,65.73,6,13,5,6,12,N
1,5,0,3,3,2,3,17,29.62,9.94,2926.82,0.1,60,0.1,162.6,294.41,26,34,17,13,21,N
3,7,0,7,4,4,4,35,47.6,14.58,10122.49,0.23,119,0.07,562.36,694.11,50,69,36,21,45,N
0,1,0,9,1,1,1,10,30.37,4.85,713.17,0.05,33,0.21,39.62,147.16,14,19,13,9,19,N
3,9,0,0,5,5,1,17,19.07,10.29,2017.27,0.07,53,0.1,112.07,196.12,24,29,7,6,22,N
2,3,0,1,2,2,1,6,30.67,3,276,0.03,23,0.33,15.33,92,10,13,10,6,11,N
1,3,0,1,2,2,1,8,12,2.5,75,0.01,10,0.4,4.17,30,3,7,3,5,10,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,N
4,1,0,5,1,1,1,7,52.74,2,210.97,0.04,27,0.5,11.72,105.49,11,16,11,4,18,N
2,1,0,3,1,1,1,7,38.85,2,155.42,0.03,21,0.5,8.63,77.71,9,12,9,4,12,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,N
5,1,0,5,1,1,1,8,58,2,232,0.04,29,0.5,12.89,116,12,17,12,4,20,N
3,1,0,3,1,1,1,8,43.78,2,175.14,0.03,23,0.5,9.73,87.57,10,13,10,4,14,N
0,1,0,0,1,1,1,3,12.63,2,50.53,0.01,9,0.5,2.81,25.27,3,6,3,4,5,N
0,3,0,0,2,2,1,5,7.97,5.83,271.29,0.02,14,0.17,15.07,46.51,5,9,3,7,7,N
2,5,0,2,3,3,1,11,20.72,4.29,380.62,0.03,24,0.23,21.15,88.81,10,14,7,6,17,N
2,1,0,0,1,1,1,4,15.5,3,139.52,0.02,14,0.33,7.75,46.51,6,8,5,5,8,N
5,3,0,0,2,2,1,17,25.8,14.4,5350.53,0.12,75,0.07,297.25,371.56,27,48,15,16,24,N
5,3,0,0,2,2,1,17,25.8,14.4,5350.53,0.12,75,0.07,297.25,371.56,27,48,15,16,24,N
5,3,0,0,2,2,1,17,25.8,14.4,5350.53,0.12,75,0.07,297.25,371.56,27,48,15,16,24,N
1,5,0,0,3,2,1,10,8.46,12.6,1343.23,0.04,28,0.08,74.62,106.61,14,14,5,9,13,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,4,N
1,1,0,1,1,1,1,7,30.05,5.25,828.13,0.05,44,0.19,46.01,157.74,21,23,8,4,12,N
2,1,0,0,1,1,1,3,30.47,2,121.89,0.02,17,0.5,6.77,60.94,8,9,8,4,7,N
1,1,0,0,1,1,1,3,18.08,4,289.36,0.02,19,0.25,16.07,72.34,8,11,7,7,6,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,4,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,4,N
1,1,0,0,1,1,1,4,20.49,3.5,250.95,0.02,20,0.29,13.94,71.7,7,13,6,6,7,N
0,3,0,0,2,2,1,5,10.53,2.67,74.86,0.01,10,0.38,4.16,28.07,4,6,3,4,7,N
4,9,0,0,5,4,3,22,41.62,9.46,3722.04,0.13,75,0.11,206.78,393.59,29,46,23,15,28,N
2,15,0,1,8,3,5,17,42.48,10.5,4683.78,0.15,85,0.1,260.2,446.07,36,49,24,14,23,N
4,15,2,0,8,8,7,14,34.59,8.75,2648.31,0.1,60,0.11,147.13,302.66,21,39,18,15,23,N
3,3,0,0,2,2,1,19,69.46,6.87,3282.89,0.16,88,0.15,182.38,477.51,40,48,32,11,24,N
3,5,0,0,3,3,1,20,56.21,8.48,4044.77,0.16,89,0.12,224.71,476.82,41,48,29,12,25,N
4,11,2,0,8,5,1,34,43.27,14.25,8785.97,0.21,111,0.07,488.11,616.56,42,69,28,19,42,Y
1,3,0,0,2,1,1,12,22.84,4.5,462.59,0.03,27,0.22,25.7,102.8,9,18,7,7,15,N
23,51,0,17,26,16,25,158,104.53,38.52,155140.4,1.34,595,0.03,8618.91,4027.07,234,361,82,27,200,N
2,17,1,1,9,8,9,14,32.07,13.59,5926.46,0.15,88,0.07,329.25,435.97,29,59,16,15,22,N
4,23,6,3,12,12,1,48,66.02,19.62,25402.71,0.43,223,0.05,1411.26,1295.04,90,133,39,17,63,Y
5,15,1,2,8,8,6,18,28.9,13,4883.27,0.13,79,0.08,271.29,375.64,28,51,14,13,29,N
23,87,6,15,44,34,42,120,83.2,40.68,137649.97,1.13,540,0.02,7647.22,3384.06,191,349,54,23,168,N
4,9,2,7,5,5,4,16,38.22,8.89,3024.21,0.11,68,0.11,168.01,340,26,42,19,13,32,N
13,33,9,16,17,15,14,62,61.84,38.46,91462.4,0.79,383,0.03,5081.24,2378.22,142,241,48,26,102,N
2,12,0,0,11,11,1,52,53.25,26.01,36030.25,0.46,230,0.04,2001.68,1385.14,95,135,42,23,56,Y
14,77,6,8,43,35,1,191,62.89,76.45,367569.05,1.6,737,0.01,20420.5,4807.87,316,421,62,30,225,N
5,17,2,0,9,5,7,26,19.26,27.87,14952.52,0.18,103,0.04,830.7,536.57,38,65,15,22,37,N
11,15,0,3,8,6,4,49,39.77,30.38,36689.33,0.4,224,0.03,2038.3,1207.88,81,143,24,18,65,N
2,13,1,1,7,7,7,9,23.44,12.55,3688.76,0.1,65,0.08,204.93,294.03,23,42,11,12,17,N
2,17,1,2,9,9,7,17,31.23,14,6121.06,0.15,90,0.07,340.06,437.22,30,60,15,14,26,N
1,9,1,1,5,5,4,6,17.92,6.87,846.93,0.04,29,0.15,47.05,123.19,10,19,8,11,13,N
7,7,0,0,4,1,1,29,46.12,24.23,27080.43,0.37,210,0.04,1504.47,1117.6,90,120,26,14,38,Y
4,1,0,0,1,1,1,16,36.82,11.14,4571.55,0.14,92,0.09,253.98,410.27,39,53,14,8,22,N
1,3,0,0,2,2,1,10,26.82,5.32,758.5,0.05,33,0.19,42.14,142.62,13,20,11,9,13,N
2,1,0,0,1,1,1,4,16.37,5.25,451.25,0.03,22,0.19,25.07,85.95,7,15,6,9,8,N
1,1,1,0,1,1,1,2,13.5,2,54,0.01,9,0.5,3,27,4,5,4,4,6,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,N
0,1,0,0,1,1,1,4,16.18,4,258.89,0.02,17,0.25,14.38,64.73,6,11,6,8,6,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,5,N
1,9,0,0,5,3,3,10,15.72,8.25,1069.68,0.04,30,0.12,59.43,129.66,11,19,8,12,17,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
3,1,0,1,1,1,1,6,22.15,4.13,376.93,0.03,24,0.24,20.94,91.38,11,13,8,6,12,N
0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,4,N
0,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,4,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
0,1,0,0,1,1,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,4,N
4,7,1,1,4,2,1,11,10.99,16.88,3129.74,0.06,41,0.06,173.87,185.47,18,23,8,15,19,N
7,31,0,26,16,3,7,62,23.77,51.75,63661.56,0.41,224,0.02,3536.75,1230.18,99,125,22,23,97,N
8,25,0,25,13,3,7,52,23.26,42.71,42441.62,0.33,182,0.02,2357.87,993.62,78,104,21,23,87,N
0,5,0,0,4,4,1,21,25.91,10.13,2660.73,0.09,53,0.1,147.82,262.57,19,34,15,16,25,N
2,15,0,0,8,3,7,42,51.83,13.23,9074.16,0.23,128,0.08,504.12,685.77,57,71,28,13,47,N
2,13,0,0,7,3,6,37,51.71,12.54,8126.45,0.22,121,0.08,451.47,648.26,54,67,28,13,42,N
4,5,0,0,3,3,1,22,16.37,26.4,11416.43,0.14,92,0.04,634.25,432.44,33,59,10,16,29,N
0,1,0,0,1,1,1,3,20.91,8.94,1670.5,0.06,44,0.11,92.81,186.91,13,31,8,11,6,N
6,5,0,1,3,3,1,13,15.78,13,2666.74,0.07,46,0.08,148.15,205.13,18,28,9,13,22,N
3,3,0,0,2,2,1,14,36.48,7.67,2144.31,0.09,57,0.13,119.13,279.69,23,34,18,12,20,N
31,32,1,0,31,1,1,77,55.66,27.33,41584.16,0.51,238,0.04,2310.23,1521.37,41,197,36,48,112,Y
19,14,1,0,9,9,1,66,41.99,48.13,97260.72,0.67,368,0.02,5403.37,2021,110,258,24,21,91,N
3,1,0,0,1,1,1,5,23.84,2.86,194.61,0.02,19,0.35,10.81,68.11,8,11,7,5,10,N
6,7,0,1,4,3,1,36,49.43,28,38754.01,0.46,244,0.04,2153,1384.07,112,132,34,17,45,N
3,3,0,0,2,1,1,15,26.28,5.82,889.75,0.05,36,0.17,49.43,152.93,16,20,11,8,20,N
4,11,4,1,6,3,1,16,35.4,16.1,9171,0.19,112,0.06,509.5,569.8,52,60,21,13,27,N
4,1,0,0,1,1,1,19,21.18,12,3050.25,0.08,57,0.08,169.46,254.19,24,33,11,11,25,Y
4,1,0,0,1,1,1,8,16.5,8.25,1123.34,0.05,31,0.12,62.41,136.16,15,16,10,11,14,N
3,5,0,0,3,3,1,12,30.96,6.07,1141.33,0.06,41,0.16,63.41,187.98,17,24,14,10,17,N
4,9,0,1,5,2,3,23,27.53,15.21,6369.62,0.14,81,0.07,353.87,418.76,34,47,19,17,30,N
1,1,0,0,1,1,1,3,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,6,N
16,11,0,13,6,1,1,41,28.35,18,9185.7,0.17,104,0.06,510.32,510.32,36,68,15,15,72,N
8,23,0,7,12,5,8,48,35.8,23.04,19003.21,0.27,152,0.04,1055.73,824.79,64,88,25,18,65,N
6,7,0,7,4,3,1,31,47.85,12.55,7531.29,0.2,118,0.08,418.41,600.32,46,72,22,12,47,N
1,5,0,0,3,1,1,4,13.33,9.9,1306.8,0.04,33,0.1,72.6,132,9,24,5,11,8,N
0,1,0,0,1,1,1,3,11.15,4.5,225.85,0.02,14,0.22,12.55,50.19,3,11,3,9,5,N
0,1,0,0,1,1,1,3,13.54,4.5,274.25,0.02,17,0.22,15.24,60.94,3,14,3,9,8,N
10,25,0,4,13,5,9,45,37.25,32.29,38840.84,0.4,210,0.03,2157.82,1202.86,91,119,31,22,61,N
0,5,0,0,3,2,3,5,10.16,6,365.67,0.02,17,0.17,20.31,60.94,6,11,4,8,7,N
3,17,0,2,9,4,6,47,34.6,29.13,29369.72,0.34,176,0.03,1631.65,1008.11,76,100,30,23,54,N
0,1,0,0,1,1,1,3,12.97,4,207.57,0.02,15,0.25,11.53,51.89,3,12,3,8,5,N
2,5,0,0,3,2,3,8,18.25,8.67,1370.4,0.05,36,0.12,76.13,158.12,13,23,9,12,12,N
8,7,0,10,4,2,1,25,29.06,14.4,6025.39,0.14,88,0.07,334.74,418.43,36,52,15,12,45,N
5,9,0,1,5,2,3,24,29.38,14.32,6021.24,0.14,82,0.07,334.51,420.6,34,48,19,16,32,N
1,5,0,0,3,2,3,7,15,6.67,666.67,0.03,25,0.15,37.04,100,8,17,6,10,10,N
1,1,0,0,1,1,1,6,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,5,9,5,7,10,N
4,9,0,0,5,2,1,27,27.63,20.7,11840.9,0.19,109,0.05,657.83,572.02,46,63,20,18,33,N
5,13,0,0,7,3,4,34,36.69,20.66,15664.53,0.25,133,0.05,870.25,758.16,61,72,31,21,39,N
43,60,0,2,37,33,9,208,77.06,49.6,189602.1,1.27,567,0.02,10533.45,3822.41,213,354,73,34,255,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,N
1,1,0,0,1,1,1,6,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,6,7,5,4,7,N
19,7,0,13,4,3,4,50,29.29,33.87,33604.92,0.33,184,0.03,1866.94,992.19,82,102,23,19,89,N
2,19,0,1,10,5,8,43,41.05,19.84,16156.66,0.27,152,0.05,897.59,814.35,62,90,25,16,48,N
14,17,0,15,9,4,6,76,49.5,31.94,50515.51,0.53,258,0.03,2806.42,1581.36,115,143,45,25,105,N
12,25,3,23,13,8,6,82,36.71,58.28,124658.08,0.71,370,0.02,6925.45,2139.1,130,240,29,26,122,N
4,13,0,0,7,3,1,27,28.2,18.93,10106.29,0.18,101,0.05,561.46,533.83,49,52,22,17,33,N
18,35,6,21,18,4,6,87,31.82,56.7,102297.08,0.6,315,0.02,5683.17,1804.29,127,188,28,25,135,Y
4,13,0,0,7,3,1,51,47.57,13.2,8289.44,0.21,118,0.08,460.52,627.99,44,74,25,15,55,N
4,5,0,0,3,2,1,19,15.83,18.41,5364.91,0.1,62,0.05,298.05,291.43,27,35,11,15,25,N
11,21,0,1,11,6,5,62,42.19,23.17,22652.19,0.33,178,0.04,1258.45,977.55,84,94,29,16,76,N
16,35,2,36,18,12,16,117,85.63,35.5,107919.29,1.01,466,0.03,5995.52,3039.98,213,253,69,23,171,N
7,21,0,1,11,4,7,37,14.2,39.42,22058.39,0.19,110,0.03,1225.47,559.62,43,67,12,22,47,N
10,19,10,13,10,1,9,65,87.11,18.67,30353.11,0.54,280,0.05,1686.28,1626.06,112,168,42,14,107,N
17,61,1,2,31,13,14,114,46.74,49.1,112701.06,0.77,397,0.02,6261.17,2295.2,159,238,34,21,137,N
14,41,4,7,21,13,6,77,36.39,49.34,88588.88,0.6,312,0.02,4921.6,1795.52,133,179,31,23,105,N
7,25,0,0,13,5,12,43,31.83,31.24,31061.04,0.33,179,0.03,1725.61,994.27,71,108,25,22,53,N
5,9,0,1,5,5,1,22,28.29,17.81,8972.46,0.17,96,0.06,498.47,503.8,44,52,21,17,31,N
5,11,0,5,6,4,4,23,27.54,19.9,10910.97,0.18,103,0.05,606.16,548.16,44,59,21,19,36,N
5,11,0,1,6,5,4,23,28.28,18.82,10014.9,0.18,100,0.05,556.38,532.19,46,54,22,18,32,N
5,11,0,13,6,6,3,48,58.74,20.11,23744.99,0.39,194,0.05,1319.17,1180.97,90,104,47,21,66,N
4,9,0,0,5,5,1,34,67.13,13.41,12075.16,0.3,163,0.07,670.84,900.34,76,87,34,12,40,N
12,9,0,1,5,5,1,34,51.93,13.33,9231.84,0.23,131,0.08,512.88,692.39,60,71,27,12,49,N
0,1,0,0,1,1,1,2,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,4,7,4,7,4,N
2,7,0,0,4,1,1,29,22.28,12.09,3256.61,0.09,58,0.08,180.92,269.34,19,39,11,14,33,N
25,29,0,3,15,6,9,102,63.44,34.04,73515.84,0.72,356,0.03,4084.21,2159.53,160,196,47,20,132,N
4,3,0,1,2,1,1,25,35.61,11.14,4421.73,0.13,78,0.09,245.65,396.82,36,42,21,13,32,N
7,7,0,0,4,4,1,39,38.87,19.38,14604.4,0.25,138,0.05,811.36,753.4,56,82,26,18,48,Y
0,1,0,0,1,1,1,2,17.43,2,69.74,0.01,11,0.5,3.87,34.87,5,6,5,4,4,N
5,7,0,5,4,3,1,30,50.91,15.46,12171.15,0.26,150,0.06,676.18,787.19,67,83,26,12,42,N
0,1,0,0,1,1,1,2,17.43,2,69.74,0.01,11,0.5,3.87,34.87,5,6,5,4,4,N
4,3,0,4,2,2,1,27,58.33,9,4725,0.18,105,0.11,262.5,525,46,59,23,9,37,N
7,9,0,5,5,4,1,31,34.19,16,8751.88,0.18,105,0.06,486.22,546.99,42,63,21,16,49,N
7,9,0,5,5,4,1,33,34.51,16,8835.23,0.18,106,0.06,490.85,552.2,42,64,21,16,51,N
10,59,0,20,30,16,30,51,83.19,34.13,96875.9,0.95,453,0.03,5381.99,2838.85,182,271,56,21,81,N
5,23,0,12,12,8,7,70,48.42,24.72,29594.84,0.4,222,0.04,1644.16,1197.09,89,133,27,15,92,N
